;url;offer_name;company;company_size;job_location;salary_1;salary_1_description;salary_2;salary_2_description;salary_bonus;seniority_1;seniority_2;job_description;must_have;nice_to_have;integration_tests;unit_tests;tester;agile_management;issue_tracking_tool;knowledge_repository;code_reviews;static_code_analysis;version_control_system;build_server;qa_manager;distributed_team;research_and_experimentation;pair_programming;workshops;e2e_tests;commit_on_the_first_day;one_command_build_possible;up_and_running_within_2h;high_level_and_low_level_designs;feature_development_and_porting;regression_testing;uat_testing;agile_testing;manual_tests;database;virtualization;cloud_infrastructure;databases;network_virtualization;provisioning;networking_hardware;security;application_stack;operating_system;computer;monitors;job_profile;start;contract_duration;paid_holiday;part_time_work;remote_possible;flexible_hours;travel_involved;freedom_to_choose_tools;relocation_package;remote_work;open_minded_developers_in_team;work_with_international_client;perks_in_the_office;benefits
29;https://nofluffjobs.com/job/ci-cd-architect-codilime-warszawa-yjzkewkm;CI/CD Architect;CodiLime Sp. z o.o.;+100 people;Warszawa, Gdańsk;17000 - 21000 PLN;+ vat (B2B) per month;;;;Senior;Expert;We are looking for a person to help consolidate CI/CD architecture in a multi-stream program related to network infrastructure automation. Project deliverables include introducing a clear vision for the technical direction of the project, guidelines for the development teams and documentation.;Ansible, GitLab, Docker, Experience in designing systems’ integrations, Experience in system architecture deign, Team player, English, Leadership skills;Experience in designing clouds applications, Junos, IOS, SR OS, VyOS, Goal-oriented, Analytical skills, Proactivity;;;;Scrum;Ado;GitLab;;;GIT;;;;;;;;;;;;;;;;;;;;;;;;;;linux;Notebook;One;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;Yes;;;;;Free coffee, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, In-house trainings, In-house hack days, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Conference budget, Team Events
30;https://nofluffjobs.com/job/devops-engineer-cloudferro-warszawa-tusbrzvq;DevOps Engineer;CloudFerro;60+ people;Warszawa;10000 - 17000 PLN;+ vat (B2B) per month;9000 - 16000 PLN;gross (employment contract) per month;;Mid;Senior;;Linux, Docker, Ansible, Git, Terraform, Nginx, Kubernetes, OpenStack, Prometheus, GitlabCI, postgresql, English;Apache, Ceph, Grafana, mysql, redis;;;;Scrum, Agile;Jira;Confluence;;;GIT;;;;;;;;;;;;;;;;;MySQL, PostgreSQL, Redis;VMware, Docker;AWS, Openstack;MySQL, PostgreSQL, Redis;;Ansible, Terraform;Juniper;;Python;linux;Notebook;Two;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Bike parking, Playroom, Shower, Free beverages, Free parking, In-house trainings, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
31;https://nofluffjobs.com/job/full-stack-engineer-applause-warszawa-ygbdyedb;Full Stack Engineer;Applause;100+ people;Warszawa, Lublin, Białystok, Toruń, Bydgoszcz, Ostrołęka, Radom, Łódź;15000 - 20000 PLN;+ vat (B2B) per month;;;;Mid;Senior;;Git, REST APIs, Relational and NoSQL databases, Java Spring Boot or Python Django, SPA Framework like Angular, Vue, React, English, Communication skills, Critical thinking, Problem solving;HTML, CSS, Docker, TypeScript, Linux, PostgreSQL, NoSQL, DC/OS, Spring Boot, MySQL, NodeJS, Performance Tuning, 12 Factor Apps, Vue;Yes;70% coverage;;Scrum;Jira;Confluence;GitHub;Yes;GIT;Jenkins;Yes;;;;;;;Yes;;;;;;;;;;;;;;;;;apple;Macbook;Two;;ASAP;Permanent contract;Yes;No;Yes (4 days a week);Yes;some;Yes;;;;;Free coffee, Bike parking, Shower, Free snacks, Free beverages, Free parking, In-house trainings, No dress code, Kitchen, Play room;Training budget, Small teams, In-house hack days, Team Events
32;https://nofluffjobs.com/job/hpc-scp-engineer-astrazeneca-warsaw-brpajvd5;HPC/SCP Engineer;AstraZeneca;1600 people;Warsaw;17000 - 22000 PLN;gross (employment contract) per month;;;+15%;Senior;Expert;At AstraZeneca we are treating Scientific Computing as a strategic asset underpinning our advances in science. Leading-edge research strategies critically depend on best in class Computing capabilities and enthusiastic engineering teams supporting them.;Linux, Windows Server, Unix, Docker, Kubernetes, English, Team player, Communication skills, Critical thinking, Problem solving;Shell, VMware, Security, GPC, Azure, HPC;;;;Scrum, Agile, DevOps;Jira, Bitbucket;Confluence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;windows, linux;Notebook;Two;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;Yes;Yes;;;;Free coffee, Gym, Canteen, Bike parking, Playroom, Shower, Mobile phone, In-house trainings, Modern office, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Lunch card, Small teams, International projects, 5 days of additional holiday
33;https://nofluffjobs.com/job/remote-bi-support-engineer-azure-bitpeak-warszawa-u44dktnc;Remote BI Support Engineer (Azure);BitPeak;20+ people;Remote, Warszawa, Łódź;7000 - 10000 PLN;+ vat (B2B) per month;;;+8%;Mid;;For one of our foreign clients, we are looking for a maintenance specialist for long-term cooperation. The project is implemented in Microsoft technologies (SQL Server, Azure BI stack), and its scope includes a modern data warehouse as well as applications and analytical systems.;sql server, English, Problem solving;Postgre SQL, Azure, Databricks, SSIS, SSRS, Azure Data Lake, Azure Event Hub, Azure Data Factory, Bash, PowerShell, Power BI;;;;Kanban;Jira, ServiceNow;Confluence;;;GIT, BitBucket;;;;;;;;;;;;;;;;;;;Azure;;;;;;;windows;Notebook;Two;;ASAP;Permanent contract;No;No;Fully remote;Yes;No;No;;;;;Free coffee, Shower, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
34;https://nofluffjobs.com/job/core-software-engineer-big-data-cloud-starburst-warszawa-igwhwrni;Core Software Engineer (Big Data/Cloud);Starburst;40+ people;Warszawa;16000 - 25000 PLN;+ vat (B2B) per month;;;+20%;Senior;Expert;Best open-source Big Data Analytics engine is undoubtedly Presto! Work with us on open source tech and core Starburst products for the public&private cloud (AWS, Azure, Google Cloud, Kubernetes). We're looking for best software engineers with large scale systems experience to join our top-notch team;Git, Maven, Docker, Linux, Distributed systems, English, Team player, Communication skills, Problem solving, Clean Code;NoSQL, Azure, Hadoop, Spark, Presto, database engine design, big data, Google Cloud Platform, SQL-on-Hadoop, Streaming engines, Bash, Parallel computing, Kubernetes, Polish, Proactivity;Reasonable coverage, API testing, Performance testing, 90%, Acceptance tests (end-to-end);60% coverage;;Scrum, Kanban, Agile;Jira, Github;Confluence, GitHub, Jira, Google Docs;GitHub;Yes;GIT;Jenkins, Travis;;;;Yes;;;;Yes;;;;;;;;;;;;;;;;;apple;Notebook;as required;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;Yes;;;;;Free coffee, Gym, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, Modern office, Startup atmosphere, No dress code, Free breakfast, Kitchen;Flat structure, Small teams, International projects, Team Events, Open-source community, Develop a distributed SQL engine
35;https://nofluffjobs.com/job/cloud-integration-engineer-big-data-starburst-warszawa-6vtwz1az;Cloud Integration Engineer (Big Data);Starburst;40+ people;Warszawa;16000 - 25000 PLN;+ vat (B2B) per month;;;+20%;Senior;Expert;Best open-source Big Data Analytics engine is undoubtedly Presto! Work with us on open source tech and core Starburst products for the public&private cloud (AWS, Azure, Google Cloud, Kubernetes). We're looking for best engineers with DevOps/cloud experience to join our top-notch team;Git, Maven, Docker, Linux, Distributed systems, English, Team player, Communication skills, Problem solving, Clean Code;Jenkins, NoSQL, Azure, Hadoop, Spark, Presto, big data, Google Cloud Platform, SQL-on-Hadoop, Streaming engines, Bash, Parallel computing, Kubernetes, Polish, Proactivity;Reasonable coverage, API testing, Performance testing, 90%, Acceptance tests (end-to-end);60% coverage;;Scrum, Kanban, Agile;Jira, Github;Confluence, GitHub, Jira, Google Docs;Yes;Yes;GIT;Jenkins, Travis;;;;Yes;;;;Yes;;;;;;;;;Docker, Kubernetes;AWS, Azure, Openstack, Google Cloud Platform;;AWS VPC, Azure VNet;AWS Cloud Formation;;TLS, LDAP, Kerberos, IAM;JVM, Python;apple;Notebook;as required;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;Yes;;;;;Free coffee, Gym, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, Modern office, Startup atmosphere, No dress code, Free breakfast, Kitchen;Flat structure, Small teams, International projects, Team Events, Open-source community, Develop a distributed SQL engine
36;https://nofluffjobs.com/job/java-developer-atende-software-warszawa-hqvmpmpl;Java Developer;Atende Software Sp. z o.o.;90+ people;Warszawa;10000 - 18000 PLN;+ vat (B2B) per month;;;;Mid;Senior;W Atende Software rozwijamy największą w kraju platformę technologiczną dla telewizji internetowej - redGalaxy. Z redGalaxy korzystają największe i najpopularniejsze w Polsce telewizje internetowe, takie jak player.pl, czy playnow.pl.;Git, Java EE, Jenkins, English;Tomcat, Wildfly, GC;API testing;30% coverage;;Scrum;Jira, Redmine;Confluence, Wiki, GitLab;GitLab, Gerrit;Sonar;GIT;Jenkins;;;;Yes;;;;;;;;;;;;;;;;;;;;;windows, linux;Notebook;One;Mainly new features;ASAP;Permanent contract;No;No;No;Yes;No;No;;;;;Free coffee, Bike parking, Playroom, Shower, Free snacks, Free beverages, Free lunch, Mobile phone, Free parking, In-house trainings, In-house hack days, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
37;https://nofluffjobs.com/job/business-intelligence-manager-huuuge-games-warszawa-xvzvhlup;Business Intelligence Manager;Huuuge Games Sp. z o.o.;490 people;Warszawa, Szczecin, Bydgoszcz;12000 - 16000 PLN;gross (employment contract) per month;;;+12%;Senior;;Huuuge Games, a global leading Mobile Gaming company, is building a state-of-the-art Big Data & ML platform to support the company analytics, machine learning and data service’s needs. We are looking for a super talented BI Manager.;SQL Server, Analytical databases, Spark, Relational Databases, NoSQL, English, Team player, Communication skills, Leadership skills, Proactivity;Linux, Grafana, Cloud Service (AWS, GCP );;;;Scrum, Agile;Jira;Confluence, Wiki;;;;;;;;;;;;;;;;;;;;;;AWS;;;;;;;apple, windows, linux;Notebook;If needed;Mainly new features;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;some;No;Yes;;;;Free coffee, Gym, Bike parking, Playroom, Shower, Free beverages, Mobile phone, In-house trainings, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, International projects
38;https://nofluffjobs.com/job/big-data-qa-automation-huuuge-games-warszawa-jobqobj4;Big Data QA Automation;Huuuge Games Sp. z o.o.;490 people;Warszawa, Bydgoszcz, Szczecin;5000 - 7500 PLN;gross (employment contract) per month;;;+8%;Mid;;Huuuge Games, a global leading Mobile Gaming company, is building a state-of-the-art Big Data & ML platform to support the company analytics, machine learning and data service’s needs. We are looking for a super talented Data QA.;Relational databases, Functionality testing, End to end tests, Team player, Communication skills, Problem solving, Bug management;NoSQL databases, Big Data Technologies;Yes;Yes;;Scrum;Jira;Confluence, Wiki, GitHub;;;GIT;Jenkins, TeamCity;;;;;;;;;;;;;;;;;;;;;;;;;apple, windows, linux;Workstation;If needed;Mainly bugs fixing;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;No;Yes;Yes;;;;Free coffee, Gym, Bike parking, Playroom, Shower, Free beverages, In-house trainings, Modern office, Startup atmosphere, No dress code;Training budget, Private healthcare, International projects
39;https://nofluffjobs.com/job/big-data-qa-automation-huuuge-games-warszawa-w1qa6oui;Big Data QA Automation;Huuuge Games Sp. z o.o.;490 people;Warszawa, Bydgoszcz, Szczecin;5000 - 7500 PLN;gross (employment contract) per month;;;+8%;Mid;;Huuuge Games, a global leading Mobile Gaming company, is building a state-of-the-art Big Data & ML platform to support the company analytics, machine learning and data service’s needs. We are looking for a super talented Data QA.;Relational databases, Functionality testing, End to end tests, Team player, Communication skills, Problem solving, Bug management;NoSQL databases, Big Data Technologies;Yes;Yes;;Scrum;Jira;Confluence, Wiki, GitHub;;;GIT;Jenkins, TeamCity;;;;;;;;;;;;;;;;;;;;;;;;;apple, windows, linux;Workstation;If needed;Mainly bugs fixing;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;No;Yes;Yes;;;;Free coffee, Gym, Bike parking, Playroom, Shower, Free beverages, In-house trainings, Modern office, Startup atmosphere, No dress code;Training budget, Private healthcare, International projects
40;https://nofluffjobs.com/job/test-automation-engineer-qualityminds-warszawa-nj5nqukb;Test Automation Engineer;QualityMinds Sp. z o.o.;20+ people;Warszawa;400 - 800 PLN;+ vat (B2B) per day;7000 - 13000 PLN;gross (employment contract) per month;;Mid;;As Test Automation Engineer you will work on projects for our customers across different sectors and fields, both Polish and international. This opportunity is a chance to boost your competency towards QA expert level, as well as maximize your job satisfaction.;Selenium, JIRA, English, Polish, Team player, Communication skills, Critical thinking, Problem solving, Proactivity;Jenkins, SoapUI, Docker, C#, TDD, BDD, German;;;;Scrum, Kanban, Agile;Jira;Confluence;GitLab;;;Jenkins, GitLab;;;;;;;;;;;;;;;;;;;;;;;;;windows;Notebook;If needed;;ASAP;Permanent contract;B2B - No;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Bike parking, Free beverages, In-house trainings, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
41;https://nofluffjobs.com/job/devops-engineer-ecumene-ventures-warszawa-ow3x6pen;DevOps Engineer;Ecumene Ventures;1-9 people;Warszawa;8000 - 16000 PLN;+ vat (B2B) per month;8000 - 16000 PLN;gross (employment contract) per month;;Mid;Senior;We're looking for qualified, highly motivated individuals who want to grow with us. We offer a work culture based on continuous learning. The reach of our products is global. The final offer depends on the interview results;Linux, English, Communication skills, Leadership skills, Problem solving;Docker, Jenkins, Git, Terraform, GitLab;;;;Scrum, Kanban;Jira;Confluence;;;GIT;;;;;;;;;;;;;;;;;MySQL, MongoDB;Docker;AWS;MySQL, MongoDB;AWS VPC;Puppet, Terraform;;;;apple, windows, linux;Notebook;One;Mainly new features;ASAP;Permanent contract;Yes;No;Yes (2 days a week);Yes;No;Yes;;;;;Free coffee, In-house hack days, Modern office, Startup atmosphere, No dress code;Flat structure, Small teams, International projects
42;https://nofluffjobs.com/job/qa-engineer-webinterpret-warszawa-pi05xdlt;QA Engineer;Webinterpret;180 people;Warszawa;10000 - 18000 PLN;+ vat (B2B) per month;;;;Mid;Senior;As QA Engineer you will be working as part of a multi-disciplinary Agile team, with whole-team responsibility for the quality of the software that process and localize large amounts of e-commerce listings.;Git, BDD, English;Docker, Kubernetes, Performance Testing;Performance testing;TDD;;Scrum, Agile;Jira;Confluence, GitLab;GitLab;;GIT;Jenkins, GitLab;Yes;;;Yes;;;;;;;;;;;;;;;;;;;;;windows, linux;Notebook;Two;Mainly new features;ASAP;Permanent contract;Yes;No;Yes (2 days a week);Yes;No;Yes;;;;;Free coffee, Gym, Canteen, Bike parking, Playroom, Shower, Free beverages, In-house trainings, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
43;https://nofluffjobs.com/job/remote-python-developer-data-science-astek-polska-warsaw-jdtoc8az;Remote Python Developer (data science);ASTEK Polska;500+ people;Remote, Warsaw, Poznan;14000 - 15500 PLN;+ vat (B2B) per month;11000 - 12000 PLN;gross (employment contract) per month;;Mid;Senior;◾️ Deep knowledge of Python◾️ Previous working experience with the common Python data analysis (e.g. NumPy/SciPy, Pandas, Scikit-learn, SQLAlchemy, etc) and, ideally, data pipelining (e.g. Luigi) libraries◾️ Knowledge of UNIX internals and workload management systems (SLURM, SGE /UGE);Pandas, NumPy, SQLAlchemy, English, Polish, Communication skills, Problem solving, Scikit-learn;mysql;;;;Scrum;Jira;Confluence;Bitbucket, GitLab, GitHub;;GIT;Jenkins, Bamboo;Yes;;;;;;;;;;;;;;;;;;;;;;;;apple, windows, linux;Notebook;If needed;Mainly new features;ASAP;Permanent contract;B2B - No;No;Fully remote;Yes;No;No;Yes;;;;Free coffee, Free snacks, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Small teams, International projects
44;https://nofluffjobs.com/job/junior-data-engineer-getindata-warszawa-nez0yzbt;Junior Data Engineer;GetInData;50+ people;Warszawa;9000 - 14000 PLN;+ vat (B2B) per month;9000 - 14000 PLN;gross (mandate contract) per month;;Junior;;Szukamy ambitnego Data Engineera do naszego kilkuosobowego zespołu eksperckiego realizującego projekt dla branży telekomunikacyjnej. Zadania w zakresie implementacji produkcyjnych pipelinów napisanych w Spark, Scala i Airflow. W projekcie wykorzystujemy również Hadoop, Hive, Presto, SQL.;Scala, Spark, Hive, Polish, Team player, Communication skills, Problem solving, Proactivity;Hadoop, Gitlab, Apache Airflow, English;Reasonable coverage;Scala tests;;Scrum, Agile;Jira;Confluence;GitLab;;GIT;GitLab;;;;;;;;;;;;;;;;;;;;;;;;;apple, windows, linux;Notebook;One or Two;Mainly new features;ASAP;Permanent contract;No;No;Yes (3 days a week);Yes;No;No;;;;;Free coffee, Bike parking, Playroom, Shower, Free snacks, Free beverages, In-house trainings, Startup atmosphere, No dress code, Cozy office in a tenement house, Breakfast to greet you;Sport subscription, Private healthcare, Flat structure, Small teams, International projects
45;https://nofluffjobs.com/job/java-sql-developer-polkomtel-warszawa-1vpwecmy;JAVA / SQL Developer;Polkomtel Sp. z o.o.;40+ people;Warszawa;5000 - 10000 PLN;gross (employment contract) per month;;;;Mid;;Programista do rozwoju aplikacji w obszarze analizy danych telekomunikacyjnych i monitorowania sieci.;Perl;Git, JSF;;Yes;;Scrum;Jira, Redmine;Confluence, GitLab;;;GIT;Jenkins;;;;;;;;;;;;;;;;;;;;;;;;;windows;Notebook;Two;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);No;No;Yes;;;;;Free coffee, Canteen, Bike parking, Shower, Free beverages, Mobile phone, No dress code;Training budget, Private healthcare, Small teams
46;https://nofluffjobs.com/job/senior-cloudexpert-cloudferro-warszawa-x4kuhihr;Senior CloudExpert;CloudFerro;60+ people;Warszawa;16000 - 20000 PLN;+ vat (B2B) per month;;;;Senior;;;Linux, Docker, Ansible, Git, Terraform, Openstack || Ceph || Kubernetes, English;jira, Network;;;;Scrum, Kanban;Jira;Confluence, Wiki, GitLab;;;GIT, SVN;;;;;;;;;;;;;;;;;MySQL, PostgreSQL;Docker, KVM;Openstack;MySQL, PostgreSQL;SDN, OVS, OVN, OpenContrail;Terraform;Juniper, Mellanox;;Python;windows, linux;Notebook;Two;;ASAP;Permanent contract;Yes;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Bike parking, Playroom, Shower, Free beverages, Free parking, In-house trainings, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
47;https://nofluffjobs.com/job/big-data-devops-lead-iiit-warszawa-583yu9va;Big Data DevOps Lead;IIIT;100+ people;Warszawa;16000 - 22000 PLN;+ vat (B2B) per month;16000 - 22000 PLN;gross (specific task contract) per month;;Senior;Expert;;Linux, Docker, Shell, Ansible, Git, Nginx, Virtualization, Nagios, MySQL, bash, kafka, Spark, Cassandra, Hadoop, English, Communication skills, Problem solving, Proactivity;Apache, Marathon, Mesos, Kubernetes, Check_MK, HAProxy, MooseFS, ZooKeeper, etcd;;;;;Jira;Confluence, GitLab;;;Git;;;;;;;;;;;;;;;;;MySQL, Cassandra, Hive;Docker, KVM;;MySQL, Cassandra, Hive;;Ansible;;TLS, Cryptography, PKI;JVM, Python;linux;notebook or workstation;up to 3;;ASAP;Permanent contract;No;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, Kitchen, Play room;Sport subscription, Training budget, In-house trainings, In-house hack days, Conference budget, Team Events, Private health care
48;https://nofluffjobs.com/job/big-data-devops-engineer-iiit-warszawa-n2fqat8u;Big Data DevOps Engineer;IIIT;100+ people;Warszawa;8000 - 16000 PLN;+ vat (B2B) per month;8000 - 16000 PLN;gross (specific task contract) per month;;Mid;;;Linux, Docker, Shell, Ansible, Git, Nginx, Virtualization, Nagios, MySQL, bash, English, Communication skills, Problem solving, Proactivity;Apache, Kafka, Spark, Cassandra, Marathon, Mesos, Hadoop, Kubernetes, Check_MK, HAProxy;;;;;Jira;Confluence, GitLab;;;Git;;;;;;;;;;;;;;;;;MySQL, Cassandra, Hive;Docker, KVM;;MySQL, Cassandra, Hive;;Ansible;;TLS, Cryptography, PKI;JVM, Python;linux;notebook or workstation;up to 3;;ASAP;Permanent contract;No;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, Kitchen, Play room;Sport subscription, Training budget, In-house trainings, In-house hack days, Conference budget, Team Events, Private health care
49;https://nofluffjobs.com/job/programista-c-c-cyberbezpieczenstwo-atende-software-warszawa-i1bcz7hq;Programista C/C++ - Cyberbezpieczeństwo;Atende Software Sp. z o.o.;90+ people;Warszawa;10000 - 16000 PLN;+ vat (B2B) per month;;;;Mid;Senior;"redGuardian to usługa oparta o autorskie oprogramowanie redGuardian Dataplane, która odpowiada za mitygowanie ataków DDoS co pozwala na wydajne przetwarzanie ruchu sieciowego.
Praca nad tym systemem wymaga znajomości zagadnień sieciowych oraz umiejętności maksymalizacji wydajności platformy x86.";Linux, C/C++, TCP/IP;Go, DPDK;Performance testing;;;;Jira, Redmine;Wiki;Gerrit;;GIT;Jenkins;;;;;;;;;;;;;;;;;;;;;;;;;linux;Notebook;One;Mainly new features;ASAP;Permanent contract;No;No;Yes (1 day a week);Yes;No;No;;;;;Free coffee, Bike parking, Playroom, Shower, Free snacks, Free beverages, Mobile phone, In-house trainings, Modern office, Startup atmosphere, No dress code;Sport subscription, Training budget, Private healthcare, Flat structure
50;https://nofluffjobs.com/job/integration-test-engineer-amberteam-testing-warsaw-5bly2jmw;Integration Test Engineer;AmberTeam Testing Sp. z o.o.;30+ people;Warsaw;400 - 520 PLN;+ vat (B2B) per day;;;;Mid;;AmberTeam Testing Sp. z o. o. is looking for Integration Test Enginner to Warsaw;JIRA, Kafka, Communication skills, Problem solving, Fluent English (B2);Selenium, Linux, GIT, UML/BPM, 2 years of experience in test automation, 1,5 years experiens in as integration tester, Team player;API testing;BDD;;Scrum, Agile;Jira;;Yes;;GIT;Jenkins;;;;;;;;;;;;;;;;;;;;;;;;;windows;Notebook;If needed;Mainly new features;ASAP;Permanent contract;No;No;Yes (1 day a week);Yes;some;No;;;;;;Sport subscription
51;https://nofluffjobs.com/job/remote-devops-engineer-ci-cd-codilime-warsaw-kprjj5mv;Remote DevOps Engineer - CI/CD;CodiLime Sp. z o.o.;+100 people;Remote, Warsaw;12000 - 18000 PLN;+ vat (B2B) per month;;;;Mid;Senior;In this role you will have a chance to build DevOps culture at the whole organisation level. Your goal will be to make software delivery process to be as smooth as possible using the best tools and concepts you are able to apply.;Linux, Git, Docker, Ansible, CI/CD, Bash, Jenkins;;Yes;Yes;;Scrum;;Confluence, Wiki, GitHub;;;Yes;;;;;;;;;;;;;;;;;;Yes;;;Yes;Ansible;Yes;;;linux;Notebook;"23""";Mainly new features;ASAP;Permanent contract;Yes;No;Fully remote;Yes;some;No;;;;;Free coffee, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, In-house hack days, Modern office, No dress code, Free breakfast, Kitchen;Sport subscription, Training budget, In-house trainings, Conference budget, Team Events, Private health care
52;https://nofluffjobs.com/job/remote-devops-network-engineer-codilime-warsaw-s3bfos6k;Remote DevOps/Network Engineer;CodiLime Sp. z o.o.;+100 people;Remote, Warsaw;13000 - 20000 PLN;+ vat (B2B) per month;;;;Mid;Senior;In this role you will be working with seasoned OpenStack and Tungsten Fabric architects in order to deliver PoCs and products for various use cases. You will be co-operating with engineers in networking, programming and other DevOps specialties.;Linux, Docker, NFV/SDN, Bash, English, Polish, Team player, Networking;Virtualization platforms, Application deployment, Solution design, Prototype testing, Problem solving;Yes;Yes;;Scrum;;Confluence, Wiki, GitHub;;;Yes;;;;;;;;;;;;;;;;;;Yes;;;Yes;Ansible;Yes;;;linux;Notebook;"23""";Mainly new features;ASAP;Permanent contract;Yes;No;Fully remote;Yes;No;Yes;;;;;Free coffee, Canteen, Bike parking, Playroom, Shower, Free snacks, Free beverages, In-house hack days, Modern office, No dress code, Free breakfast, Kitchen;Sport subscription, Training budget, In-house trainings, Conference budget, Team Events, Private health care
53;https://nofluffjobs.com/job/trainee-data-science-engineer-algolytics-technologies-warszawa-ypvudrty;Trainee Data Science Engineer;Algolytics Technologies;10+ people;Warszawa;2600 - 3500 PLN;gross (mandate contract) per month;;;;Trainee;;;Machine learning, Statistics, English, Polish, Proactivity;ETL, PostgreSQL, R;;JUnit;;Scrum;Jira, Redmine;Confluence;;;GIT;Jenkins;;;;;;;;;;;;;;;;;;AWS;;;;;;;windows, linux;;;;ASAP;Temporary contract (3 months);No;No;Yes (1 day a week);Yes;No;No;;;;;Free coffee, Canteen, Bike parking, Shower, In-house trainings, Modern office, Startup atmosphere, No dress code;Flat structure, Small teams
54;https://nofluffjobs.com/job/senior-python-software-engineer-yougov-poland-warsaw-ovqmxnxh;Senior Python Software Engineer;YouGov Poland Sp. z o.o.;500+ people;Warsaw;15400 - 20800 PLN;+ vat (B2B) per month;13600 - 18400 PLN;gross (employment contract) per month;+10%;Senior;Expert;We are looking for a senior engineer with experience building backend services and modern APIs at a global scale. We rely on OSS whenever possible and build custom where our work truly adds value.;Linux, PostgreSQL, Git, Team player, Communication skills, Leadership skills, Critical thinking, Problem solving, Proactivity;Flask, Celery, Docker, Elasticsearch, Kubernetes, English, Polish;Reasonable coverage, API testing;TDD, 70% coverage;;Scrum;Jira, GitLab;Confluence, GitLab;GitLab;;GIT;GitLab;;;;Yes;;;;;;;;;;;;;;;;;;;;;apple;Notebook;One;Mainly new features;ASAP;Permanent contract;B2B - No;No;Yes (1 day a week);No;No;Yes;;;;;Free coffee, Bike parking, Free snacks, Free beverages, In-house trainings, In-house hack days, Modern office, Startup atmosphere, No dress code, Free breakfast;Sport subscription, Training budget, Private healthcare, Flat structure, Small teams, International projects
55;https://nofluffjobs.com/job/senior-devops-engineer-payability-warszawa-7ycmzysg;(Senior) DevOps Engineer;Payability;50+ people;Warszawa, Katowice;8000 - 15000 PLN;+ vat (B2B) per month;6700 - 12500 PLN;gross (employment contract) per month;;Mid;Senior;;Linux, PostgreSQL, Git, Docker, Microservices, English, Communication skills, Problem solving, Proactivity;Flask, Celery, Jenkins, Kafka, ElasticSearch, Redis;;;;Scrum, Agile;Jira, Github;Confluence, GitHub;;;GIT;;;;;;;;;;;;;;;;;PostgreSQL, DynamoDB;Docker;AWS, Google Cloud;PostgreSQL, DynamoDB;AWS VPC;Terraform, AWS CloudFormation, AWS CDK;;;Python;apple;Notebook;Two;Mainly new features;ASAP;Permanent contract;B2B - No;No;Yes (1 day a week);Yes;No;Yes;;;;;Free coffee, Bike parking, Playroom, Shower, Free snacks, Free beverages, Free parking, In-house trainings, Startup atmosphere, No dress code, Kitchen;Sport subscription, Training budget, Small teams, International projects, In-house trainings, Conference budget, Team Events
